line,type,issue,detail
4937,normalize,date_normalized,"{""event_date"": ""2014-06-21T06:00:00Z""}"
4938,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
4939,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
4940,normalize,date_normalized,"{""event_date"": ""2011-12-15T07:00:00Z""}"
4941,normalize,date_normalized,"{""event_date"": ""2008-08-29T06:00:00Z""}"
4942,normalize,date_normalized,"{""event_date"": ""2008-08-29T06:00:00Z""}"
4943,normalize,date_normalized,"{""event_date"": ""2013-12-15T07:00:00Z""}"
4944,normalize,date_normalized,"{""event_date"": ""2008-08-29T06:00:00Z""}"
4945,normalize,date_normalized,"{""event_date"": ""2013-04-27T06:00:00Z""}"
4946,normalize,date_normalized,"{""event_date"": ""2013-12-29T07:00:00Z""}"
4947,normalize,date_normalized,"{""event_date"": ""2014-09-24T06:00:00Z""}"
4948,normalize,date_normalized,"{""event_date"": ""2013-03-12T06:00:00Z""}"
4949,normalize,date_normalized,"{""event_date"": ""2010-11-15T07:00:00Z""}"
4950,normalize,date_normalized,"{""event_date"": ""2010-06-29T06:00:00Z""}"
4951,normalize,date_normalized,"{""event_date"": ""2014-03-08T07:00:00Z""}"
4952,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
4953,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
4954,normalize,date_normalized,"{""event_date"": ""2014-04-27T06:00:00Z""}"
4955,normalize,date_normalized,"{""event_date"": ""2015-02-17T07:00:00Z""}"
4956,normalize,date_normalized,"{""event_date"": ""2014-01-26T07:00:00Z""}"
4957,normalize,date_normalized,"{""event_date"": ""2014-01-09T07:00:00Z""}"
4958,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4959,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4960,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4961,normalize,date_normalized,"{""event_date"": ""2010-09-14T06:00:00Z""}"
4962,normalize,date_normalized,"{""event_date"": ""2012-03-05T07:00:00Z""}"
4963,normalize,date_normalized,"{""event_date"": ""2013-02-01T07:00:00Z""}"
4964,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4965,normalize,date_normalized,"{""event_date"": ""2015-03-10T06:00:00Z""}"
4966,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4967,normalize,date_normalized,"{""event_date"": ""2012-05-20T06:00:00Z""}"
4968,normalize,date_normalized,"{""event_date"": ""2012-11-01T06:00:00Z""}"
4969,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4970,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4971,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4972,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4973,normalize,date_normalized,"{""event_date"": ""2011-06-01T06:00:00Z""}"
4974,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
4975,normalize,date_normalized,"{""event_date"": ""2012-03-13T06:00:00Z""}"
4976,normalize,date_normalized,"{""event_date"": ""2012-08-02T06:00:00Z""}"
4977,normalize,date_normalized,"{""event_date"": ""2012-03-13T06:00:00Z""}"
4978,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
4979,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4980,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4981,normalize,date_normalized,"{""event_date"": ""2013-10-16T06:00:00Z""}"
4982,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4983,normalize,date_normalized,"{""event_date"": ""2010-06-29T06:00:00Z""}"
4984,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4985,normalize,date_normalized,"{""event_date"": ""2013-10-31T06:00:00Z""}"
4986,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4987,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4988,normalize,date_normalized,"{""event_date"": ""2011-12-19T07:00:00Z""}"
4989,normalize,date_normalized,"{""event_date"": ""2012-08-01T06:00:00Z""}"
4990,normalize,date_normalized,"{""event_date"": ""2014-11-03T07:00:00Z""}"
4991,normalize,date_normalized,"{""event_date"": ""2013-07-01T06:00:00Z""}"
4992,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4993,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
4994,normalize,date_normalized,"{""event_date"": ""2012-03-05T07:00:00Z""}"
4995,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4996,normalize,date_normalized,"{""event_date"": ""2013-01-31T07:00:00Z""}"
4997,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
4998,normalize,date_normalized,"{""event_date"": ""2014-01-02T07:00:00Z""}"
4999,normalize,date_normalized,"{""event_date"": ""2012-08-21T06:00:00Z""}"
5000,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
5001,normalize,date_normalized,"{""event_date"": ""2013-08-26T06:00:00Z""}"
5002,normalize,date_normalized,"{""event_date"": ""2013-03-07T07:00:00Z""}"
5003,normalize,date_normalized,"{""event_date"": ""2012-08-03T06:00:00Z""}"
5004,normalize,date_normalized,"{""event_date"": ""2015-03-13T06:00:00Z""}"
5005,normalize,date_normalized,"{""event_date"": ""2012-08-01T06:00:00Z""}"
5006,normalize,date_normalized,"{""event_date"": ""2013-08-19T06:00:00Z""}"
5007,normalize,date_normalized,"{""event_date"": ""2012-06-28T06:00:00Z""}"
5008,normalize,date_normalized,"{""event_date"": ""2015-05-21T06:00:00Z""}"
5009,normalize,date_normalized,"{""event_date"": ""2015-06-11T06:00:00Z""}"
5010,normalize,date_normalized,"{""event_date"": ""2015-01-29T07:00:00Z""}"
5011,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5012,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5013,normalize,date_normalized,"{""event_date"": ""2015-01-29T07:00:00Z""}"
5014,normalize,date_normalized,"{""event_date"": ""2009-12-12T07:00:00Z""}"
5015,normalize,date_normalized,"{""event_date"": ""2015-03-10T06:00:00Z""}"
5016,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5017,normalize,date_normalized,"{""event_date"": ""2015-06-24T06:00:00Z""}"
5018,normalize,date_normalized,"{""event_date"": ""2014-06-19T06:00:00Z""}"
5019,normalize,date_normalized,"{""event_date"": ""2013-03-09T07:00:00Z""}"
5020,normalize,date_normalized,"{""event_date"": ""2014-03-24T06:00:00Z""}"
5021,normalize,date_normalized,"{""event_date"": ""2013-08-14T06:00:00Z""}"
5022,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5023,normalize,date_normalized,"{""event_date"": ""2013-03-09T07:00:00Z""}"
5024,normalize,date_normalized,"{""event_date"": ""2014-01-22T07:00:00Z""}"
5025,normalize,date_normalized,"{""event_date"": ""2012-06-04T06:00:00Z""}"
5026,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5027,normalize,date_normalized,"{""event_date"": ""2014-08-28T06:00:00Z""}"
5028,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5029,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5030,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5031,normalize,date_normalized,"{""event_date"": ""2015-03-27T06:00:00Z""}"
5032,normalize,date_normalized,"{""event_date"": ""2014-08-28T06:00:00Z""}"
5033,normalize,date_normalized,"{""event_date"": ""2014-01-22T07:00:00Z""}"
5034,normalize,date_normalized,"{""event_date"": ""2014-11-06T07:00:00Z""}"
5035,normalize,date_normalized,"{""event_date"": ""2013-03-09T07:00:00Z""}"
5036,normalize,date_normalized,"{""event_date"": ""2011-06-13T06:00:00Z""}"
5037,normalize,date_normalized,"{""event_date"": ""2014-03-24T06:00:00Z""}"
5038,normalize,date_normalized,"{""event_date"": ""2014-03-19T06:00:00Z""}"
5039,normalize,date_normalized,"{""event_date"": ""2014-09-22T06:00:00Z""}"
5040,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5041,normalize,date_normalized,"{""event_date"": ""2014-03-24T06:00:00Z""}"
5042,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5043,normalize,date_normalized,"{""event_date"": ""2014-10-16T06:00:00Z""}"
5044,normalize,date_normalized,"{""event_date"": ""2015-02-16T07:00:00Z""}"
5045,normalize,date_normalized,"{""event_date"": ""2014-09-22T06:00:00Z""}"
5046,normalize,date_normalized,"{""event_date"": ""2014-07-30T06:00:00Z""}"
5047,normalize,date_normalized,"{""event_date"": ""2010-01-27T07:00:00Z""}"
5048,normalize,date_normalized,"{""event_date"": ""2014-06-19T06:00:00Z""}"
5049,normalize,date_normalized,"{""event_date"": ""2014-12-04T07:00:00Z""}"
5050,normalize,date_normalized,"{""event_date"": ""2014-11-06T07:00:00Z""}"
5051,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5052,normalize,date_normalized,"{""event_date"": ""2014-07-28T06:00:00Z""}"
5053,normalize,date_normalized,"{""event_date"": ""2013-08-14T06:00:00Z""}"
5054,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5055,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5056,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5057,normalize,date_normalized,"{""event_date"": ""2014-06-19T06:00:00Z""}"
5058,normalize,date_normalized,"{""event_date"": ""2010-11-18T07:00:00Z""}"
5059,normalize,date_normalized,"{""event_date"": ""2014-03-24T06:00:00Z""}"
5060,normalize,date_normalized,"{""event_date"": ""2013-03-09T07:00:00Z""}"
5061,normalize,date_normalized,"{""event_date"": ""2012-06-29T06:00:00Z""}"
5062,normalize,date_normalized,"{""event_date"": ""2014-07-28T06:00:00Z""}"
5063,normalize,date_normalized,"{""event_date"": ""2013-03-09T07:00:00Z""}"
5064,normalize,date_normalized,"{""event_date"": ""2015-03-27T06:00:00Z""}"
5065,normalize,date_normalized,"{""event_date"": ""2014-11-06T07:00:00Z""}"
5066,normalize,date_normalized,"{""event_date"": ""2013-08-14T06:00:00Z""}"
5067,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5068,normalize,date_normalized,"{""event_date"": ""2012-07-17T06:00:00Z""}"
5069,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
5070,normalize,date_normalized,"{""event_date"": ""2009-02-12T07:00:00Z""}"
5071,normalize,date_normalized,"{""event_date"": ""2012-06-29T06:00:00Z""}"
5072,normalize,date_normalized,"{""event_date"": ""2014-11-06T07:00:00Z""}"
5073,normalize,date_normalized,"{""event_date"": ""2014-12-04T07:00:00Z""}"
5074,normalize,date_normalized,"{""event_date"": ""2012-07-26T06:00:00Z""}"
5075,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5076,normalize,date_normalized,"{""event_date"": ""2014-11-06T07:00:00Z""}"
5077,normalize,date_normalized,"{""event_date"": ""2013-08-14T06:00:00Z""}"
5078,normalize,date_normalized,"{""event_date"": ""2015-06-16T06:00:00Z""}"
5079,normalize,date_normalized,"{""event_date"": ""2013-11-28T07:00:00Z""}"
5080,normalize,date_normalized,"{""event_date"": ""2014-06-11T06:00:00Z""}"
5081,normalize,date_normalized,"{""event_date"": ""2013-08-13T06:00:00Z""}"
5082,normalize,date_normalized,"{""event_date"": ""2014-06-10T06:00:00Z""}"
5083,normalize,date_normalized,"{""event_date"": ""2012-12-14T07:00:00Z""}"
5084,normalize,date_normalized,"{""event_date"": ""2013-10-23T06:00:00Z""}"
5085,normalize,date_normalized,"{""event_date"": ""2013-11-05T07:00:00Z""}"
5086,normalize,date_normalized,"{""event_date"": ""2014-02-23T07:00:00Z""}"
5087,normalize,date_normalized,"{""event_date"": ""2013-10-23T06:00:00Z""}"
5088,normalize,date_normalized,"{""event_date"": ""2013-08-13T06:00:00Z""}"
5089,normalize,date_normalized,"{""event_date"": ""2012-11-22T07:00:00Z""}"
5090,normalize,date_normalized,"{""event_date"": ""2013-10-23T06:00:00Z""}"
5091,normalize,date_normalized,"{""event_date"": ""2011-10-12T06:00:00Z""}"
5092,normalize,date_normalized,"{""event_date"": ""2013-12-26T07:00:00Z""}"
5093,normalize,date_normalized,"{""event_date"": ""2013-12-23T07:00:00Z""}"
5094,normalize,date_normalized,"{""event_date"": ""2013-10-23T06:00:00Z""}"
5095,normalize,date_normalized,"{""event_date"": ""2014-01-01T07:00:00Z""}"
5096,normalize,date_normalized,"{""event_date"": ""2013-12-25T07:00:00Z""}"
5097,normalize,date_normalized,"{""event_date"": ""2013-08-13T06:00:00Z""}"
5098,normalize,date_normalized,"{""event_date"": ""2013-06-29T06:00:00Z""}"
5099,normalize,date_normalized,"{""event_date"": ""2012-12-12T07:00:00Z""}"
5100,normalize,date_normalized,"{""event_date"": ""2013-10-23T06:00:00Z""}"
5101,normalize,date_normalized,"{""event_date"": ""2014-03-17T06:00:00Z""}"
5102,normalize,date_normalized,"{""event_date"": ""2010-03-05T07:00:00Z""}"
5103,normalize,date_normalized,"{""event_date"": ""2014-01-10T07:00:00Z""}"
5104,normalize,date_normalized,"{""event_date"": ""2013-12-26T07:00:00Z""}"
5105,normalize,date_normalized,"{""event_date"": ""2013-10-23T06:00:00Z""}"
5106,normalize,date_normalized,"{""event_date"": ""2014-02-22T07:00:00Z""}"
5107,normalize,date_normalized,"{""event_date"": ""2013-12-26T07:00:00Z""}"
5108,normalize,date_normalized,"{""event_date"": ""2014-01-03T07:00:00Z""}"
5109,normalize,date_normalized,"{""event_date"": ""2014-02-23T07:00:00Z""}"
5110,normalize,date_normalized,"{""event_date"": ""2012-11-22T07:00:00Z""}"
5111,normalize,date_normalized,"{""event_date"": ""2013-12-26T07:00:00Z""}"
5112,normalize,date_normalized,"{""event_date"": ""2013-11-05T07:00:00Z""}"
5113,normalize,date_normalized,"{""event_date"": ""2011-06-20T06:00:00Z""}"
5114,normalize,date_normalized,"{""event_date"": ""2013-05-15T06:00:00Z""}"
5115,normalize,date_normalized,"{""event_date"": ""2014-02-23T07:00:00Z""}"
5116,normalize,date_normalized,"{""event_date"": ""2013-05-14T06:00:00Z""}"
5117,normalize,date_normalized,"{""event_date"": ""2015-03-31T06:00:00Z""}"
5118,normalize,date_normalized,"{""event_date"": ""2010-11-20T07:00:00Z""}"
5119,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5120,normalize,date_normalized,"{""event_date"": ""2009-07-13T06:00:00Z""}"
5121,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5122,normalize,date_normalized,"{""event_date"": ""2011-11-11T07:00:00Z""}"
5123,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5124,normalize,date_normalized,"{""event_date"": ""2009-12-12T07:00:00Z""}"
5125,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5126,normalize,date_normalized,"{""event_date"": ""2012-03-12T06:00:00Z""}"
5127,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5128,normalize,date_normalized,"{""event_date"": ""2012-11-15T07:00:00Z""}"
5129,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5130,normalize,date_normalized,"{""event_date"": ""2013-01-15T07:00:00Z""}"
5131,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5132,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5133,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5134,normalize,date_normalized,"{""event_date"": ""2011-10-11T06:00:00Z""}"
5135,normalize,date_normalized,"{""event_date"": ""2010-12-22T07:00:00Z""}"
5136,normalize,date_normalized,"{""event_date"": ""2013-05-31T06:00:00Z""}"
5137,normalize,date_normalized,"{""event_date"": ""2013-05-14T06:00:00Z""}"
5138,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5139,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5140,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5141,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5142,normalize,date_normalized,"{""event_date"": ""2011-10-26T06:00:00Z""}"
5143,normalize,date_normalized,"{""event_date"": ""2009-02-13T07:00:00Z""}"
5144,normalize,date_normalized,"{""event_date"": ""2012-04-23T06:00:00Z""}"
5145,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5146,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5147,normalize,date_normalized,"{""event_date"": ""2013-01-03T07:00:00Z""}"
5148,normalize,date_normalized,"{""event_date"": ""2010-09-16T06:00:00Z""}"
5149,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5150,normalize,date_normalized,"{""event_date"": ""2013-11-12T07:00:00Z""}"
5151,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5152,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5153,normalize,date_normalized,"{""event_date"": ""2010-06-08T06:00:00Z""}"
5154,normalize,date_normalized,"{""event_date"": ""2011-11-28T07:00:00Z""}"
5155,normalize,date_normalized,"{""event_date"": ""2009-02-13T07:00:00Z""}"
5156,normalize,date_normalized,"{""event_date"": ""2011-06-24T06:00:00Z""}"
5157,normalize,date_normalized,"{""event_date"": ""2009-01-28T07:00:00Z""}"
5158,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5159,normalize,date_normalized,"{""event_date"": ""2009-10-02T06:00:00Z""}"
5160,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5161,normalize,date_normalized,"{""event_date"": ""2009-06-22T06:00:00Z""}"
5162,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5163,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5164,normalize,date_normalized,"{""event_date"": ""2010-12-22T07:00:00Z""}"
5165,normalize,date_normalized,"{""event_date"": ""2011-06-24T06:00:00Z""}"
5166,normalize,date_normalized,"{""event_date"": ""2011-10-26T06:00:00Z""}"
5167,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5168,normalize,date_normalized,"{""event_date"": ""2012-12-26T07:00:00Z""}"
5169,normalize,date_normalized,"{""event_date"": ""2009-11-04T07:00:00Z""}"
5170,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5171,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5172,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5173,normalize,date_normalized,"{""event_date"": ""2008-05-31T06:00:00Z""}"
5174,normalize,date_normalized,"{""event_date"": ""2009-02-13T07:00:00Z""}"
5175,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
5176,normalize,date_normalized,"{""event_date"": ""2010-11-19T07:00:00Z""}"
5177,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5178,normalize,date_normalized,"{""event_date"": ""2013-10-15T06:00:00Z""}"
5179,normalize,date_normalized,"{""event_date"": ""2011-06-24T06:00:00Z""}"
5180,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5181,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5182,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5183,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5184,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5185,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5186,normalize,date_normalized,"{""event_date"": ""2012-04-13T06:00:00Z""}"
5187,normalize,date_normalized,"{""event_date"": ""2018-04-13T06:00:00Z""}"
5188,normalize,date_normalized,"{""event_date"": ""2009-09-23T06:00:00Z""}"
5189,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5190,normalize,date_normalized,"{""event_date"": ""2012-01-13T07:00:00Z""}"
5191,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5192,normalize,date_normalized,"{""event_date"": ""2014-04-07T06:00:00Z""}"
5193,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5194,normalize,date_normalized,"{""event_date"": ""2009-06-22T06:00:00Z""}"
5195,normalize,date_normalized,"{""event_date"": ""2013-02-08T07:00:00Z""}"
5196,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5197,normalize,date_normalized,"{""event_date"": ""2010-11-19T07:00:00Z""}"
5198,normalize,date_normalized,"{""event_date"": ""2013-07-25T06:00:00Z""}"
5199,normalize,date_normalized,"{""event_date"": ""2009-12-07T07:00:00Z""}"
5200,normalize,date_normalized,"{""event_date"": ""2013-02-04T07:00:00Z""}"
5201,normalize,date_normalized,"{""event_date"": ""2014-08-12T06:00:00Z""}"
5202,normalize,date_normalized,"{""event_date"": ""2015-01-22T07:00:00Z""}"
5203,normalize,date_normalized,"{""event_date"": ""2014-04-21T06:00:00Z""}"
5204,normalize,date_normalized,"{""event_date"": ""2014-04-20T06:00:00Z""}"
5205,normalize,date_normalized,"{""event_date"": ""2014-05-06T06:00:00Z""}"
5206,normalize,date_normalized,"{""event_date"": ""2015-07-20T06:00:00Z""}"
5207,normalize,date_normalized,"{""event_date"": ""2014-01-07T07:00:00Z""}"
5208,normalize,date_normalized,"{""event_date"": ""2010-04-12T06:00:00Z""}"
5209,normalize,date_normalized,"{""event_date"": ""2012-09-28T06:00:00Z""}"
5210,normalize,date_normalized,"{""event_date"": ""2013-04-12T06:00:00Z""}"
5211,normalize,date_normalized,"{""event_date"": ""2015-07-08T06:00:00Z""}"
5212,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5213,normalize,date_normalized,"{""event_date"": ""2014-08-22T06:00:00Z""}"
5214,normalize,date_normalized,"{""event_date"": ""2015-06-22T06:00:00Z""}"
5215,normalize,date_normalized,"{""event_date"": ""2012-10-12T06:00:00Z""}"
5216,normalize,date_normalized,"{""event_date"": ""2013-05-27T06:00:00Z""}"
5217,normalize,date_normalized,"{""event_date"": ""2014-11-21T07:00:00Z""}"
5218,normalize,date_normalized,"{""event_date"": ""2013-05-27T06:00:00Z""}"
5219,normalize,date_normalized,"{""event_date"": ""2010-12-08T07:00:00Z""}"
5220,normalize,date_normalized,"{""event_date"": ""2013-12-18T07:00:00Z""}"
5221,normalize,date_normalized,"{""event_date"": ""2013-05-27T06:00:00Z""}"
5222,normalize,date_normalized,"{""event_date"": ""2014-11-21T07:00:00Z""}"
5223,normalize,date_normalized,"{""event_date"": ""2014-07-25T06:00:00Z""}"
5224,normalize,date_normalized,"{""event_date"": ""2012-07-30T06:00:00Z""}"
5225,normalize,date_normalized,"{""event_date"": ""2014-09-29T06:00:00Z""}"
5226,normalize,date_normalized,"{""event_date"": ""2012-10-12T06:00:00Z""}"
5227,normalize,date_normalized,"{""event_date"": ""2014-07-25T06:00:00Z""}"
5228,normalize,date_normalized,"{""event_date"": ""2014-04-18T06:00:00Z""}"
5229,normalize,date_normalized,"{""event_date"": ""2013-02-25T07:00:00Z""}"
5230,normalize,date_normalized,"{""event_date"": ""2010-06-29T06:00:00Z""}"
5231,normalize,date_normalized,"{""event_date"": ""2014-03-04T07:00:00Z""}"
5232,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5233,normalize,date_normalized,"{""event_date"": ""2012-11-23T07:00:00Z""}"
5234,normalize,date_normalized,"{""event_date"": ""2014-07-18T06:00:00Z""}"
5235,normalize,date_normalized,"{""event_date"": ""2015-01-02T07:00:00Z""}"
5236,normalize,date_normalized,"{""event_date"": ""2014-09-16T06:00:00Z""}"
5237,normalize,date_normalized,"{""event_date"": ""2015-01-24T07:00:00Z""}"
5238,normalize,date_normalized,"{""event_date"": ""2012-10-12T06:00:00Z""}"
5239,normalize,date_normalized,"{""event_date"": ""2014-05-23T06:00:00Z""}"
5240,normalize,date_normalized,"{""event_date"": ""2015-01-24T07:00:00Z""}"
5241,normalize,date_normalized,"{""event_date"": ""2014-11-04T07:00:00Z""}"
5242,normalize,date_normalized,"{""event_date"": ""2014-05-23T06:00:00Z""}"
5243,normalize,date_normalized,"{""event_date"": ""2012-07-30T06:00:00Z""}"
5244,normalize,date_normalized,"{""event_date"": ""2014-11-04T07:00:00Z""}"
5245,normalize,date_normalized,"{""event_date"": ""2013-05-27T06:00:00Z""}"
5246,normalize,date_normalized,"{""event_date"": ""2015-03-04T07:00:00Z""}"
5247,normalize,date_normalized,"{""event_date"": ""2012-10-12T06:00:00Z""}"
5248,normalize,date_normalized,"{""event_date"": ""2015-05-14T06:00:00Z""}"
5249,normalize,date_normalized,"{""event_date"": ""2011-10-27T06:00:00Z""}"
5250,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5251,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5252,normalize,date_normalized,"{""event_date"": ""2011-03-02T07:00:00Z""}"
5253,normalize,date_normalized,"{""event_date"": ""2016-01-07T07:00:00Z""}"
5254,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5255,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5256,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5257,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5258,normalize,date_normalized,"{""event_date"": ""2014-10-22T06:00:00Z""}"
5259,normalize,date_normalized,"{""event_date"": ""2011-02-25T07:00:00Z""}"
5260,normalize,date_normalized,"{""event_date"": ""2015-12-25T07:00:00Z""}"
5261,normalize,date_normalized,"{""event_date"": ""2015-04-27T06:00:00Z""}"
5262,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5263,normalize,date_normalized,"{""event_date"": ""2015-03-18T06:00:00Z""}"
5264,normalize,date_normalized,"{""event_date"": ""2015-03-18T06:00:00Z""}"
5265,normalize,date_normalized,"{""event_date"": ""2012-12-18T07:00:00Z""}"
5266,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5267,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5268,normalize,date_normalized,"{""event_date"": ""2015-03-18T06:00:00Z""}"
5269,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5270,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5271,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5272,normalize,date_normalized,"{""event_date"": ""2013-12-03T07:00:00Z""}"
5273,normalize,date_normalized,"{""event_date"": ""2010-03-31T06:00:00Z""}"
5274,normalize,date_normalized,"{""event_date"": ""2013-11-20T07:00:00Z""}"
5275,normalize,date_normalized,"{""event_date"": ""2015-03-24T06:00:00Z""}"
5276,normalize,date_normalized,"{""event_date"": ""2018-04-15T06:00:00Z""}"
5277,normalize,date_normalized,"{""event_date"": ""2016-01-06T07:00:00Z""}"
